10	1191	5.0
10	1653	5.0
10	1389	5.0
10	1358	5.0
10	1122	5.0
10	1201	5.0
10	1293	5.0
10	1500	5.0
10	1368	5.0
10	1656	5.0
10	1189	4.999999999999999
10	1467	4.999999999999999
10	1449	4.809343797292432
10	64	4.720109286824119
10	1396	4.622751807347497
10	1251	4.617960154684762
10	318	4.610555695501326
10	1144	4.604944026870419
10	483	4.5972000064000484
10	1388	4.590087636604896
10	408	4.5898117454685545
10	169	4.588151906308833
10	1142	4.586759744038491
10	172	4.558791230772257
10	1150	4.558507373561747
10	1642	4.557749935697025
10	1643	4.549719011993262
10	114	4.532246102474459
10	199	4.524240441277281
10	176	4.468659891298171
5	1467	5.000000000000001
5	1189	5.0
5	1653	5.0
5	1599	5.0
5	1347	5.0
5	1122	5.0
5	1201	5.0
5	1293	5.0
5	1500	5.0
5	1639	4.8157920709675786
5	1594	4.798499802083641
5	1642	4.718080562301687
5	1628	4.717136901236869
5	1449	4.707794869206179
5	119	4.653875524575731
5	1524	4.634946647240365
5	1158	4.631622957836866
5	12	4.605194929824816
5	483	4.598664937356612
5	1367	4.563975109960433
5	1466	4.555761131910216
5	963	4.555583447799502
5	867	4.553973245430019
5	1064	4.548414701891023
5	190	4.5260956321583
5	1612	4.519752552112484
5	64	4.519296648590573
5	127	4.501704798084476
5	851	4.499243812962012
5	1169	4.485550074474233
6	1467	5.000000000000001
6	1189	5.0
6	1653	5.0
6	1599	5.0
6	1122	5.0
6	1491	5.0
6	1201	5.0
6	1293	5.0
6	1500	5.0
6	1617	4.710355502004739
6	1367	4.702721557101774
6	1449	4.69603630122709
6	318	4.678586688096644
6	480	4.678407718462103
6	172	4.6772904401914674
6	850	4.639125021983132
6	483	4.6303178899669915
6	1191	4.573309571370858
6	1358	4.572335033881283
6	23	4.568004521460064
6	1594	4.52791222810593
6	199	4.525479131664728
6	515	4.51829078283864
6	114	4.501709357542312
6	1612	4.484963318061063
6	320	4.484668947372257
6	187	4.446607702166688
6	513	4.4453798750002465
6	1591	4.4371097240634905
6	98	4.428758856781382
17	1467	5.000000000000001
17	1189	5.0
17	1653	5.0
17	1612	5.0
17	1599	5.0
17	1201	5.0
17	1293	5.0
17	1500	5.0
17	1512	4.871625988720731
17	850	4.816969536587166
17	12	4.676594937853483
17	1396	4.644573861942182
17	1449	4.643929305686385
17	408	4.623559569732288
17	169	4.582677597575019
17	1367	4.547943253106831
17	483	4.523997963111684
17	50	4.497812633138735
17	178	4.497802579571364
17	899	4.49230372915983
17	474	4.48373708375131
17	513	4.478039003207823
17	1251	4.466825226912456
17	1375	4.412766211176544
17	1642	4.4124722162497205
17	603	4.402521318132572
17	515	4.388899275368453
17	1594	4.388025279816475
17	170	4.381779221672964
17	611	4.380617366648917
11	1189	5.0
11	1653	5.0
11	1599	5.0
11	1467	5.0
11	1122	5.0
11	1201	5.0
11	1293	5.0
11	1500	5.0
11	119	4.9803523475098395
11	850	4.9336577707061675
11	1642	4.781213288678534
11	1125	4.768083426900295
11	1358	4.67911911127686
11	1449	4.676345955280385
11	1594	4.60452201783555
11	408	4.5954299394131635
11	838	4.57321197752822
11	272	4.57161080263411
11	1612	4.561860695695114
11	1639	4.560312360674833
11	1491	4.4810579753513595
11	1466	4.4671846847271155
11	1628	4.448112394674305
11	483	4.444984009908251
11	169	4.422753357976248
11	12	4.411077390248747
11	285	4.407441868184429
11	1524	4.396809962443415
11	124	4.390993827106676
11	114	4.384176843943741
16	1467	5.000000000000001
16	1189	5.0
16	1653	5.0
16	1472	5.0
16	1599	5.0
16	1122	5.0
16	1201	5.0
16	1293	5.0
16	1367	5.0
16	1500	4.999999999999999
16	1449	4.785383664149443
16	64	4.688016786493512
16	169	4.672727997290564
16	174	4.629547284537829
16	1064	4.624344323551313
16	483	4.62426344143842
16	1612	4.602067525983225
16	187	4.549259335088823
16	357	4.543747859273928
16	1155	4.542321256312529
16	1125	4.541373466077116
16	408	4.538125673601818
16	966	4.516507624228026
16	1639	4.4897245836159545
16	114	4.4796158337973075
16	119	4.4673967122282
16	963	4.462564503669565
16	285	4.453898671071551
16	318	4.443416588342952
16	524	4.425742915844264
9	1189	5.000000000000001
9	1599	5.0
9	1467	5.0
9	1122	5.0
9	1201	5.0
9	1293	5.0
9	1500	5.0
9	1368	5.0
9	1367	5.0
9	1656	5.0
9	850	4.80099195003292
